Campagne_ID,Nom_Campagne,Date_Début,Date_Fin,Objectif,Ciblage,Budget (FCFA),Résultat_Campagne,colonne_normalisee
1745,maximize open-source partnerships,2024-06-08,2024-07-30,Fidélisation,Clients actifs,541525,494,541.525
1746,grow e-business eyeballs,2024-03-28,2024-03-18,Acquisition,Clients actifs,1396310,408,1396.31
1747,syndicate next-generation relationships,2024-05-05,2024-09-13,Acquisition,Clients actifs,856329,797,856.329
1748,maximize seamless solutions,2024-08-15,2024-11-18,Fidélisation,Clients inactifs,623384,492,623.384
1749,innovate next-generation niches,2024-06-21,2024-04-27,Fidélisation,Clients actifs,1792378,305,1792.378
1750,aggregate innovative supply-chains,2024-05-02,2024-11-24,Fidélisation,Nouveaux clients,686082,840,686.082
1751,envisioneer cross-platform metrics,2024-02-12,2024-08-23,Acquisition,Clients actifs,846758,519,846.758
1752,productize turn-key vortals,2024-10-01,2024-04-02,Fidélisation,Clients inactifs,1899146,361,1899.146
1753,utilize strategic deliverables,2024-09-06,2024-10-16,Acquisition,Nouveaux clients,696208,151,696.208
1754,grow end-to-end e-services,2024-01-06,2024-09-27,Fidélisation,Clients inactifs,974474,656,974.474
1755,incentivize leading-edge bandwidth,2024-03-23,2024-09-06,Acquisition,Clients actifs,1925768,117,1925.768
1756,engage intuitive channels,2024-07-30,2024-12-05,Fidélisation,Nouveaux clients,1007604,119,1007.604
1757,expedite granular architectures,2024-11-07,2024-04-18,Acquisition,Nouveaux clients,1543787,354,1543.787
1758,facilitate seamless niches,2024-09-18,2024-09-04,Fidélisation,Clients actifs,1020101,880,1020.101
1759,synergize 24/7 e-tailers,2024-06-27,2024-12-04,Fidélisation,Clients actifs,977482,849,977.482
1760,synergize revolutionary web services,2024-07-03,2024-07-20,Fidélisation,Clients inactifs,1016052,757,1016.052
1761,scale leading-edge communities,2024-11-09,2024-05-12,Acquisition,Clients inactifs,611864,842,611.864
1762,incubate web-enabled communities,2024-07-07,2024-06-26,Acquisition,Clients actifs,1637007,249,1637.007
1763,strategize 24/7 e-markets,2024-03-05,2024-09-12,Fidélisation,Nouveaux clients,1317537,577,1317.537
1764,streamline open-source portals,2024-11-23,2024-09-30,Fidélisation,Clients inactifs,903665,411,903.665
1765,incubate global info-mediaries,2024-03-23,2024-04-23,Fidélisation,Nouveaux clients,1543985,414,1543.985
1766,streamline synergistic vortals,2024-06-29,2024-07-10,Fidélisation,Clients actifs,1495950,653,1495.95
1767,engage cutting-edge relationships,2024-10-29,2024-02-11,Fidélisation,Nouveaux clients,1875888,644,1875.888
1768,mesh transparent vortals,2024-06-24,2024-12-16,Acquisition,Clients actifs,1273597,219,1273.597
1769,e-enable revolutionary networks,2024-10-09,2024-09-06,Acquisition,Nouveaux clients,790665,340,790.665
1770,implement virtual paradigms,2024-07-21,2024-06-13,Fidélisation,Clients actifs,569623,931,569.623
1771,syndicate 24/7 web-readiness,2024-08-04,2024-01-17,Acquisition,Clients inactifs,675930,351,675.93
1772,incentivize B2C methodologies,2024-08-26,2024-01-07,Acquisition,Clients actifs,872750,868,872.75
1773,deploy scalable applications,2024-07-20,2024-11-21,Fidélisation,Clients actifs,1597160,244,1597.16
1774,engage seamless e-markets,2024-06-19,2024-02-07,Fidélisation,Clients actifs,803232,574,803.232
1775,repurpose mission-critical markets,2024-03-15,2024-06-30,Fidélisation,Clients inactifs,1496641,630,1496.641
1776,matrix vertical vortals,2024-05-29,2024-06-24,Fidélisation,Nouveaux clients,1800063,921,1800.063
1777,productize customized relationships,2024-02-13,2024-12-04,Acquisition,Nouveaux clients,1202599,835,1202.599
1778,brand proactive e-tailers,2024-11-01,2024-10-31,Fidélisation,Clients inactifs,1633389,762,1633.389
1779,expedite rich niches,2024-04-19,2024-02-20,Acquisition,Nouveaux clients,503380,880,503.38
1780,drive plug-and-play channels,2024-11-30,2024-05-21,Fidélisation,Clients inactifs,535878,895,535.878
1781,iterate scalable interfaces,2024-03-28,2024-09-30,Acquisition,Clients actifs,876753,264,876.753
1782,scale bleeding-edge action-items,2024-12-01,2024-08-10,Acquisition,Clients inactifs,1082270,484,1082.27
1783,engineer innovative synergies,2024-07-02,2024-10-31,Fidélisation,Clients actifs,713929,687,713.929
1784,embrace out-of-the-box e-services,2024-11-17,2024-06-27,Acquisition,Clients actifs,762731,225,762.731
1785,streamline cutting-edge experiences,2024-04-14,2024-05-13,Fidélisation,Nouveaux clients,1789505,149,1789.505
1786,leverage granular initiatives,2024-10-13,2024-08-30,Fidélisation,Clients actifs,718871,232,718.871
1787,benchmark e-business technologies,2024-11-03,2024-06-30,Fidélisation,Nouveaux clients,1804998,530,1804.998
1788,mesh out-of-the-box ROI,2024-09-04,2024-04-28,Acquisition,Clients actifs,1261668,450,1261.668
1789,envisioneer synergistic deliverables,2024-02-23,2024-02-03,Acquisition,Clients inactifs,782194,802,782.194
1790,re-intermediate scalable portals,2024-09-11,2024-03-07,Acquisition,Nouveaux clients,1466372,484,1466.372
1791,optimize B2B paradigms,2024-12-05,2024-07-08,Acquisition,Nouveaux clients,1411390,423,1411.39
1792,deliver one-to-one supply-chains,2024-10-09,2024-07-01,Fidélisation,Clients inactifs,902991,839,902.991
1793,target compelling communities,2024-07-13,2024-02-18,Acquisition,Clients actifs,1605279,360,1605.279
1794,exploit back-end functionalities,2024-02-03,2024-07-02,Acquisition,Nouveaux clients,1502241,177,1502.241
1795,enhance strategic mindshare,2024-03-22,2024-02-15,Fidélisation,Nouveaux clients,1552145,953,1552.145
1796,optimize back-end applications,2024-07-03,2024-07-09,Acquisition,Nouveaux clients,506068,462,506.068
1797,synthesize open-source content,2024-07-08,2024-04-27,Acquisition,Nouveaux clients,1840649,645,1840.649
1798,synergize distributed platforms,2024-07-17,2024-11-08,Acquisition,Clients actifs,1752629,540,1752.629
1799,scale customized infrastructures,2024-06-02,2024-11-16,Acquisition,Clients actifs,1014705,968,1014.705
1800,enhance innovative paradigms,2024-02-23,2024-08-11,Acquisition,Nouveaux clients,576275,387,576.275
1801,target cross-platform mindshare,2024-06-29,2024-03-25,Fidélisation,Nouveaux clients,741767,516,741.767
1802,mesh turn-key portals,2024-07-06,2024-08-22,Acquisition,Clients actifs,1856031,786,1856.031
1803,morph dot-com web services,2024-03-11,2024-01-28,Acquisition,Nouveaux clients,961345,623,961.345
1804,drive enterprise e-tailers,2024-10-30,2024-03-31,Acquisition,Nouveaux clients,1084546,589,1084.546
1805,engineer ubiquitous bandwidth,2024-05-14,2024-06-25,Fidélisation,Nouveaux clients,1851045,633,1851.045
1806,reinvent global infrastructures,2024-07-24,2024-07-04,Fidélisation,Clients actifs,1620881,611,1620.881
1807,revolutionize collaborative interfaces,2024-11-27,2024-06-02,Fidélisation,Nouveaux clients,683449,724,683.449
1808,disintermediate cutting-edge info-mediaries,2024-05-05,2024-04-18,Fidélisation,Clients inactifs,990266,448,990.266
1809,deliver 24/365 architectures,2024-11-21,2024-08-30,Fidélisation,Nouveaux clients,912967,944,912.967
1810,incubate sticky action-items,2024-07-23,2024-01-10,Acquisition,Nouveaux clients,867584,809,867.584
1811,disintermediate frictionless content,2024-08-27,2024-04-13,Fidélisation,Clients inactifs,1136291,645,1136.291
1812,target impactful synergies,2024-09-05,2024-09-14,Fidélisation,Clients inactifs,1705103,354,1705.103
1813,synergize mission-critical mindshare,2024-03-03,2024-09-04,Fidélisation,Nouveaux clients,1459038,345,1459.038
1814,orchestrate distributed interfaces,2024-09-17,2024-02-24,Acquisition,Clients inactifs,1680831,390,1680.831
1815,optimize e-business portals,2024-10-03,2024-04-19,Fidélisation,Clients inactifs,1027355,779,1027.355
1816,drive magnetic markets,2024-10-29,2024-02-19,Acquisition,Clients inactifs,1103352,188,1103.352
1817,disintermediate granular experiences,2024-07-13,2024-09-08,Fidélisation,Clients actifs,1979675,954,1979.675
1818,evolve dot-com models,2024-06-07,2024-06-24,Fidélisation,Clients actifs,840849,709,840.849
1819,engage innovative functionalities,2024-02-15,2024-03-20,Acquisition,Nouveaux clients,1793025,395,1793.025
1820,syndicate open-source experiences,2024-09-09,2024-06-21,Fidélisation,Clients inactifs,668939,384,668.939
1821,embrace sticky bandwidth,2024-09-09,2024-11-23,Fidélisation,Nouveaux clients,1815320,770,1815.32
1822,engage granular platforms,2024-09-20,2024-10-26,Fidélisation,Nouveaux clients,1769738,758,1769.738
1823,evolve frictionless eyeballs,2024-09-21,2024-07-31,Acquisition,Clients inactifs,1603376,130,1603.376
1824,mesh intuitive deliverables,2024-08-15,2024-04-20,Acquisition,Nouveaux clients,1528591,520,1528.591
1825,drive web-enabled paradigms,2024-07-02,2024-07-03,Fidélisation,Nouveaux clients,1402195,494,1402.195
1826,unleash out-of-the-box web services,2024-10-31,2024-03-28,Acquisition,Nouveaux clients,1042137,731,1042.137
1827,aggregate viral e-services,2024-04-29,2024-06-07,Fidélisation,Nouveaux clients,1145263,200,1145.263
1828,maximize sticky ROI,2024-01-08,2024-06-12,Acquisition,Clients inactifs,1904298,649,1904.298
1829,matrix global portals,2024-10-06,2024-09-20,Fidélisation,Clients inactifs,1062856,422,1062.856
1830,iterate visionary networks,2024-11-22,2024-04-06,Acquisition,Clients actifs,1073798,181,1073.798
1831,matrix dot-com info-mediaries,2024-01-16,2024-10-11,Fidélisation,Clients inactifs,1091944,515,1091.944
1832,evolve back-end applications,2024-08-20,2024-10-10,Fidélisation,Nouveaux clients,1233930,948,1233.93
1833,productize frictionless e-commerce,2024-07-11,2024-05-04,Fidélisation,Clients inactifs,1332065,651,1332.065
1834,synergize efficient functionalities,2024-10-03,2024-10-27,Fidélisation,Clients inactifs,1616591,850,1616.591
1835,disintermediate compelling models,2024-06-23,2024-09-22,Acquisition,Clients inactifs,1444868,561,1444.868
1836,exploit leading-edge vortals,2024-01-14,2024-04-19,Fidélisation,Nouveaux clients,792280,621,792.28
1837,syndicate out-of-the-box info-mediaries,2024-05-07,2024-04-12,Fidélisation,Clients inactifs,1486703,336,1486.703
1838,scale open-source relationships,2024-01-05,2024-11-22,Acquisition,Clients inactifs,1000320,488,1000.32
1839,integrate B2B paradigms,2024-01-27,2024-02-29,Acquisition,Nouveaux clients,1757659,832,1757.659
1840,evolve vertical ROI,2024-12-01,2024-07-04,Fidélisation,Nouveaux clients,848280,785,848.28
1841,evolve robust initiatives,2024-08-29,2024-04-07,Acquisition,Clients actifs,1794414,814,1794.414
1842,synergize enterprise web services,2024-10-02,2024-12-02,Fidélisation,Clients actifs,930112,902,930.112
1843,harness impactful niches,2024-03-17,2024-01-28,Fidélisation,Nouveaux clients,1405040,445,1405.04
1844,orchestrate user-centric deliverables,2024-12-08,2024-06-15,Acquisition,Clients inactifs,1541383,957,1541.383
1845,unleash cross-platform eyeballs,2024-09-13,2024-09-05,Acquisition,Nouveaux clients,1225111,383,1225.111
1846,reinvent synergistic portals,2024-06-04,2024-01-20,Acquisition,Nouveaux clients,1808780,833,1808.78
1847,extend visionary interfaces,2024-01-08,2024-12-12,Acquisition,Nouveaux clients,1437553,837,1437.553
1848,incentivize best-of-breed eyeballs,2024-04-24,2024-01-30,Fidélisation,Clients inactifs,689358,521,689.358
1849,engage next-generation metrics,2024-07-25,2024-06-05,Fidélisation,Clients actifs,1906744,538,1906.744
1850,redefine e-business web-readiness,2024-12-03,2024-10-16,Fidélisation,Clients inactifs,948201,407,948.201
1851,integrate real-time action-items,2024-06-18,2024-04-02,Acquisition,Clients inactifs,1757755,314,1757.755
1852,incentivize seamless action-items,2024-01-08,2024-05-02,Fidélisation,Clients inactifs,1787357,998,1787.357
1853,harness extensible action-items,2024-09-05,2024-10-26,Fidélisation,Nouveaux clients,749632,106,749.632
1854,empower value-added channels,2024-10-05,2024-08-31,Acquisition,Clients actifs,1610829,335,1610.829
1855,mesh proactive partnerships,2024-10-19,2024-04-30,Fidélisation,Clients actifs,1752951,336,1752.951
1856,deliver impactful eyeballs,2024-05-03,2024-06-30,Acquisition,Clients inactifs,1033747,503,1033.747
1857,harness turn-key e-business,2024-07-09,2024-12-04,Fidélisation,Nouveaux clients,1017745,594,1017.745
1858,extend rich architectures,2024-08-24,2024-07-04,Acquisition,Nouveaux clients,995966,526,995.966
1859,orchestrate impactful web services,2024-01-01,2024-02-02,Fidélisation,Nouveaux clients,755451,717,755.451
1860,strategize virtual solutions,2024-01-27,2024-10-03,Fidélisation,Clients actifs,1476021,724,1476.021
1861,streamline 24/365 web-readiness,2024-11-11,2024-02-29,Acquisition,Clients inactifs,1941255,194,1941.255
1862,disintermediate real-time paradigms,2024-05-03,2024-10-23,Acquisition,Nouveaux clients,1209887,251,1209.887
1863,envisioneer compelling e-services,2024-02-08,2024-04-19,Fidélisation,Clients actifs,655808,613,655.808
1864,utilize dynamic e-business,2024-10-20,2024-04-10,Fidélisation,Clients actifs,1467307,106,1467.307
1865,transform extensible applications,2024-04-23,2024-05-10,Fidélisation,Clients actifs,1092704,593,1092.704
1866,incubate scalable e-tailers,2024-11-06,2024-02-24,Fidélisation,Clients inactifs,1135481,914,1135.481
1867,target B2C e-markets,2024-10-02,2024-08-19,Fidélisation,Clients actifs,1048754,102,1048.754
1868,transform holistic solutions,2024-08-15,2024-05-18,Acquisition,Nouveaux clients,1587807,612,1587.807
1869,synergize customized functionalities,2024-07-14,2024-06-03,Acquisition,Clients actifs,1208059,359,1208.059
1870,integrate dot-com relationships,2024-09-13,2024-09-17,Fidélisation,Clients actifs,779405,524,779.405
1871,envisioneer transparent supply-chains,2024-06-12,2024-04-26,Acquisition,Nouveaux clients,1250912,279,1250.912
1872,redefine cutting-edge schemas,2024-01-27,2024-08-28,Acquisition,Clients actifs,1594127,675,1594.127
1873,synthesize web-enabled infrastructures,2024-06-06,2024-08-14,Fidélisation,Clients inactifs,545367,151,545.367
1874,drive dot-com technologies,2024-05-19,2024-12-03,Acquisition,Nouveaux clients,1704068,301,1704.068
1875,engineer impactful channels,2024-04-06,2024-10-09,Fidélisation,Clients actifs,1236060,693,1236.06
1876,envisioneer ubiquitous mindshare,2024-06-29,2024-01-10,Acquisition,Nouveaux clients,890292,102,890.292
1877,matrix compelling technologies,2024-02-02,2024-01-12,Fidélisation,Clients actifs,1763900,285,1763.9
1878,productize best-of-breed communities,2024-02-17,2024-03-03,Fidélisation,Nouveaux clients,1656676,394,1656.676
1879,incentivize transparent paradigms,2024-03-04,2024-11-02,Fidélisation,Clients inactifs,542086,602,542.086
1880,generate cross-media networks,2024-07-24,2024-04-25,Acquisition,Clients inactifs,664323,301,664.323
1881,matrix out-of-the-box systems,2024-01-30,2024-03-28,Fidélisation,Clients actifs,1223411,664,1223.411
1882,transition open-source functionalities,2024-01-03,2024-07-03,Fidélisation,Clients actifs,795781,750,795.781
1883,extend synergistic e-commerce,2024-01-01,2024-03-09,Fidélisation,Clients actifs,1027667,269,1027.667
1884,re-intermediate transparent paradigms,2024-04-21,2024-05-08,Fidélisation,Clients inactifs,1160961,271,1160.961
1885,visualize impactful e-commerce,2024-10-19,2024-12-03,Acquisition,Clients inactifs,1562783,474,1562.783
1886,generate world-class initiatives,2024-01-28,2024-04-04,Fidélisation,Clients actifs,1701399,143,1701.399
1887,strategize rich architectures,2024-10-16,2024-03-21,Fidélisation,Clients actifs,1060446,282,1060.446
1888,reinvent innovative e-tailers,2024-10-29,2024-04-26,Acquisition,Nouveaux clients,664634,429,664.634
1889,transform best-of-breed metrics,2024-02-25,2024-11-15,Acquisition,Clients actifs,710451,492,710.451
1890,drive customized architectures,2024-09-27,2024-10-14,Fidélisation,Nouveaux clients,813972,720,813.972
1891,strategize vertical metrics,2024-04-09,2024-10-30,Fidélisation,Clients actifs,821816,199,821.816
1892,grow compelling interfaces,2024-06-22,2024-12-05,Fidélisation,Clients inactifs,639807,118,639.807
1893,grow strategic web-readiness,2024-07-12,2024-11-09,Acquisition,Clients inactifs,744338,723,744.338
1894,target frictionless technologies,2024-05-03,2024-07-29,Acquisition,Nouveaux clients,1792537,978,1792.537
1895,redefine real-time platforms,2024-03-07,2024-11-26,Acquisition,Nouveaux clients,1336125,538,1336.125
1896,deliver revolutionary content,2024-10-15,2024-04-01,Acquisition,Nouveaux clients,1773400,634,1773.4
1897,re-intermediate one-to-one experiences,2024-09-22,2024-06-22,Fidélisation,Clients actifs,1912942,354,1912.942
1898,engineer one-to-one e-tailers,2024-07-13,2024-02-22,Acquisition,Clients actifs,1425214,948,1425.214
1899,deliver bleeding-edge niches,2024-07-17,2024-10-11,Fidélisation,Nouveaux clients,1439624,235,1439.624
